Source,SampleID,Seat tube (m),Down tube (m),Seat stays (m),Head tube (m),Bottom bracket (m),Chain stay start (m) [Back fork side],Chain stay end (m) [seat tube side],Top tube start (m) [Seat tube side],Top tube end (m) [Head tube side],Seat tube Joint (MPa),Head tube Joint (MPa),Bottom Bracket Joint (MPa),Seat tube Joint (Pa),Head tube Joint (Pa),Bottom Bracket Joint (Pa),Vertical Force (N),Vertical Displacement (m),Vertical Displacement (mm),Vertical Compliance (mm/N),Vertical Stiffness (N/mm),Lateral Force (N),Lateral Displacement (m),Lateral Displacement (mm),Lateral Stiffness (N/mm)
Fillet90,10,0.0015399,0.00246783,0.00145373,0.00235293,0.00162891,0.0021469,0.00164165,0.00288542,0.00166276,30.007,46.502,56.037,3.00E+07,4.65E+07,5.60E+07,2400,-4.65E-04,-0.464846,0.00019369,5163.005432,1660,-1.55E-03,-1.55261,1069.167723
Fillet90,11,0.00155586,0.00248871,0.00118365,0.00267275,0.00189843,0.00212042,0.00162483,0.00293185,0.00164903,35.705,46.868,48.816,3.57E+07,4.69E+07,4.88E+07,2400,-4.92E-04,-0.492405,0.00020517,4874.038036,1660,-1.65E-03,-1.650961,1005.474893
Fillet90,12,0.00179948,0.00221511,0.00134097,0.00254902,0.00201729,0.00211826,0.00160303,0.00285125,0.00166266,32.003,45.107,51.123,3.20E+07,4.51E+07,5.11E+07,2400,-4.64E-04,-0.463882,0.00019328,5173.731559,1660,-1.56E-03,-1.564421,1061.095219
Fillet90,13,0.00154384,0.00256083,0.00116898,0.00208948,0.00168407,0.00209205,0.00160015,0.00290501,0.0016865,36.18,52.492,54.275,3.62E+07,5.25E+07,5.43E+07,2400,-4.97E-04,-0.497411,0.00020725,4824.981402,1660,-1.67E-03,-1.665204,996.874673
Fillet90,14,0.00149764,0.00250699,0.0011008,0.00275734,0.00169978,0.00210687,0.00160102,0.00293441,0.00166864,38.026,46.931,53.66,3.80E+07,4.69E+07,5.37E+07,2400,-5.11E-04,-0.510906,0.00021288,4697.534777,1660,-1.69E-03,-1.693097,980.451659
Fillet90,15,0.00159856,0.00240765,0.00157331,0.00221917,0.00172534,0.00210002,0.00164885,0.00296892,0.00168316,28.138,49.374,52.645,2.81E+07,4.94E+07,5.26E+07,2400,-4.51E-04,-0.451489,0.00018812,5315.749614,1660,-1.51E-03,-1.513508,1096.789656
Fillet90,16,0.00169678,0.00252239,0.0011405,0.00213822,0.00235936,0.00217485,0.00161948,0.00289653,0.00164638,36.815,50.838,44.199,3.68E+07,5.08E+07,4.42E+07,2400,-4.84E-04,-0.483796,0.00020158,4960.764639,1660,-1.64E-03,-1.641987,1010.970455
Fillet90,17,0.00150747,0.00209951,0.00126699,0.00218577,0.00223793,0.00217158,0.0016201,0.00287872,0.00167657,33.38,50.622,53.369,3.34E+07,5.06E+07,5.34E+07,2400,-4.93E-04,-0.492669,0.00020528,4871.429006,1660,-1.63E-03,-1.625696,1021.100902
Fillet90,18,0.00157087,0.00227584,0.00148563,0.00252809,0.00244659,0.00216983,0.00164374,0.00290913,0.00166471,29.338,45.495,48.325,2.93E+07,4.55E+07,4.83E+07,2400,-4.57E-04,-0.457441,0.0001906,5246.572664,1660,-1.55E-03,-1.545451,1074.120096
Fillet90,19,0.00147492,0.00223098,0.00100623,0.00206463,0.00176866,0.00217636,0.00164285,0.00286866,0.00164969,40.89,53.213,53.285,4.09E+07,5.32E+07,5.33E+07,2400,-5.35E-04,-0.534605,0.00022275,4489.294681,1660,-1.74E-03,-1.737531,955.37861
Fillet90,20,0.00156143,0.00215223,0.00123122,0.0027802,0.00226429,0.00216404,0.00162933,0.00295153,0.00164209,34.241,45.97,51.9,3.42E+07,4.60E+07,5.19E+07,2400,-4.90E-04,-0.490177,0.00020424,4896.191772,1660,-1.62E-03,-1.624975,1021.553949
Fillet90,21,0.00155397,0.00231405,0.00122276,0.00269829,0.00242144,0.00208423,0.00163707,0.00295024,0.00169078,34.586,44.082,47.879,3.46E+07,4.41E+07,4.79E+07,2400,-4.87E-04,-0.487343,0.00020306,4924.663636,1660,-1.64E-03,-1.637085,1013.997688
Fillet90,22,0.00166811,0.0023545,0.00118984,0.002234,0.00232924,0.0021489,0.00163762,0.00291198,0.00166926,35.393,48.924,47.188,3.54E+07,4.89E+07,4.72E+07,2400,-4.82E-04,-0.482473,0.00020103,4974.368963,1660,-1.62E-03,-1.62375,1022.324971
Fillet90,23,0.00173226,0.00244982,0.0012371,0.00231607,0.00165687,0.00211009,0.00165398,0.00295754,0.00165327,34.395,46.771,54.56,3.44E+07,4.68E+07,5.46E+07,2400,-4.76E-04,-0.475938,0.00019831,5042.677047,1660,-1.60E-03,-1.597191,1039.324727
Fillet90,24,0.00148679,0.00243024,0.00120058,0.00238622,0.00170249,0.00214625,0.00161064,0.00296769,0.00168162,35.21,45.975,53.41,3.52E+07,4.60E+07,5.34E+07,2400,-4.98E-04,-0.497894,0.00020746,4820.304289,1660,-1.65E-03,-1.645989,1008.512215
Fillet90,25,0.00175874,0.00209007,0.0012962,0.0022116,0.00204161,0.00215762,0.00165317,0.00294215,0.00169531,32.761,50.181,53.884,3.28E+07,5.02E+07,5.39E+07,2400,-4.72E-04,-0.472386,0.00019683,5080.592941,1660,-1.57E-03,-1.567267,1059.168583
Fillet90,26,0.00169956,0.00250493,0.00102711,0.00228627,0.00228074,0.00216067,0.00164643,0.00290801,0.00165481,40.36,47.386,44.884,4.04E+07,4.74E+07,4.49E+07,2400,-5.03E-04,-0.50267,0.00020945,4774.505119,1660,-1.70E-03,-1.698645,977.249424
Fillet90,27,0.00148258,0.00235065,0.00111616,0.00248791,0.00192704,0.00211426,0.00161887,0.00294482,0.00166778,37.469,45.752,49.613,3.75E+07,4.58E+07,4.96E+07,2400,-5.11E-04,-0.511149,0.00021298,4695.300292,1660,-1.69E-03,-1.692606,980.736096
Fillet90,28,0.00172931,0.00200376,0.00136543,0.00220026,0.00207471,0.00215607,0.00165787,0.0029658,0.00165019,31.311,50.202,56.448,3.13E+07,5.02E+07,5.64E+07,2400,-4.70E-04,-0.469588,0.00019566,5110.862594,1660,-1.55E-03,-1.551497,1069.934364
Fillet90,29,0.00147103,0.00222657,0.00113345,0.00217519,0.00212533,0.00209869,0.0016444,0.00287089,0.00169587,36.838,50.834,51.271,3.68E+07,5.08E+07,5.13E+07,2400,-5.12E-04,-0.511691,0.0002132,4690.33347,1660,-1.69E-03,-1.687055,983.963103
Fillet90,30,0.00161921,0.00224738,0.00114668,0.00254129,0.00221907,0.00208995,0.0016494,0.00285704,0.00168712,36.496,44.685,49.943,3.65E+07,4.47E+07,4.99E+07,2400,-4.97E-04,-0.496738,0.00020697,4831.5227,1660,-1.66E-03,-1.657811,1001.320559
Fillet90,31,0.00156454,0.00240647,0.00102369,0.00229462,0.00230732,0.00212487,0.00163178,0.00292685,0.00164424,40.402,47.218,46.721,4.04E+07,4.72E+07,4.67E+07,2400,-5.16E-04,-0.515563,0.00021482,4655.106703,1660,-1.72E-03,-1.719981,965.127168
Fillet90,32,0.00178561,0.00239085,0.00158825,0.00262044,0.00171997,0.00211735,0.00162549,0.0028893,0.00167918,28.003,44.847,52.559,2.80E+07,4.48E+07,5.26E+07,2400,-4.40E-04,-0.439964,0.00018332,5454.988625,1660,-1.50E-03,-1.499092,1107.337192
Fillet90,33,0.0017096,0.00210603,0.00126242,0.00225361,0.00240491,0.00217924,0.00160428,0.00290646,0.00165853,33.485,48.785,51.837,3.35E+07,4.88E+07,5.18E+07,2400,-4.77E-04,-0.476679,0.00019862,5034.837485,1660,-1.59E-03,-1.590672,1043.583821
Fillet90,34,0.00165539,0.00203202,0.0015521,0.00256344,0.00248391,0.00215053,0.0016473,0.00292388,0.00165377,28.154,45.75,53.376,2.82E+07,4.57E+07,5.34E+07,2400,-4.53E-04,-0.452523,0.00018855,5303.598012,1660,-1.51E-03,-1.509564,1099.655407
Fillet90,35,0.00174901,0.00236705,0.00137614,0.00245094,0.00184853,0.00214486,0.00162135,0.00293076,0.00168399,31.414,44.414,49.627,3.14E+07,4.44E+07,4.96E+07,2400,-4.59E-04,-0.459368,0.0001914,5224.572654,1660,-1.55E-03,-1.553412,1068.615452
Fillet90,36,0.00173671,0.00216419,0.00109564,0.00207574,0.00175544,0.00213076,0.00160859,0.00287648,0.0016882,37.946,53.461,54.256,3.79E+07,5.35E+07,5.43E+07,2400,-5.03E-04,-0.503184,0.00020966,4769.627217,1660,-1.66E-03,-1.658833,1000.703432
Fillet90,37,0.00158996,0.00252847,0.00135604,0.00224417,0.00186216,0.00210935,0.00161377,0.00296145,0.00168459,31.864,48.668,49.533,3.19E+07,4.87E+07,4.95E+07,2400,-4.69E-04,-0.469107,0.00019546,5116.102173,1660,-1.58E-03,-1.582457,1049.001931
Fillet90,38,0.00177422,0.00231249,0.00138972,0.00258271,0.00227736,0.00213501,0.0016447,0.00288436,0.00168984,31.086,43.849,47.894,3.11E+07,4.38E+07,4.79E+07,2400,-4.54E-04,-0.454378,0.00018932,5281.943145,1660,-1.55E-03,-1.54807,1072.302807
Fillet90,39,0.00166274,0.00204499,0.00105605,0.00251233,0.00181883,0.00215156,0.0016125,0.00293558,0.00165663,39.067,45.861,57.044,3.91E+07,4.59E+07,5.70E+07,2400,-5.17E-04,-0.516757,0.00021532,4644.353354,1660,-1.68E-03,-1.68477,985.29789
Fillet90,40,0.00178372,0.00248079,0.00158194,0.00200661,0.00206571,0.00217777,0.00163274,0.00289028,0.00166037,28.077,54.594,46.783,2.81E+07,5.46E+07,4.68E+07,2400,-4.34E-04,-0.43428,0.00018095,5526.390334,1660,-1.50E-03,-1.495545,1109.963078
Fillet90,41,0.00146907,0.00242064,0.00141486,0.00256972,0.00237172,0.00208226,0.00160756,0.00295505,0.00166715,30.627,46.353,46.268,3.06E+07,4.64E+07,4.63E+07,2400,-4.70E-04,-0.470283,0.00019595,5103.305192,1660,-1.58E-03,-1.583369,1048.397306
Fillet90,42,0.00162779,0.00259808,0.00129274,0.00210214,0.00177866,0.00208085,0.00163121,0.00293856,0.00169366,33.213,52.186,51.401,3.32E+07,5.22E+07,5.14E+07,2400,-4.73E-04,-0.472722,0.00019697,5076.979124,1660,-1.60E-03,-1.596834,1039.55696
Fillet90,43,0.00153861,0.00200689,0.00100724,0.00274932,0.00182384,0.00212658,0.00163524,0.00289712,0.00168488,40.704,44.512,58.46,4.07E+07,4.45E+07,5.85E+07,2400,-5.36E-04,-0.535718,0.00022322,4479.967726,1660,-1.73E-03,-1.733009,957.871547
Fillet90,44,0.00146444,0.00213555,0.00130367,0.00279525,0.00200565,0.00210856,0.00161668,0.00292943,0.0016472,32.641,46.179,53.983,3.26E+07,4.62E+07,5.40E+07,2400,-4.93E-04,-0.49272,0.0002053,4870.922104,1660,-1.62E-03,-1.619445,1025.042279
Fillet90,45,0.00145206,0.00214331,0.00152202,0.00222857,0.00152951,0.00217256,0.00165237,0.00289389,0.00164845,28.688,49.209,58.571,2.87E+07,4.92E+07,5.86E+07,2400,-4.75E-04,-0.47496,0.0001979,5053.058348,1660,-1.54E-03,-1.544364,1074.87634
Fillet90,46,0.00163064,0.00249748,0.00132408,0.0022713,0.00188886,0.0021223,0.00163551,0.00292503,0.00169162,32.468,48.145,49.081,3.25E+07,4.81E+07,4.91E+07,2400,-4.70E-04,-0.469567,0.00019565,5111.093831,1660,-1.58E-03,-1.583439,1048.351324
Fillet90,47,0.00171894,0.00217108,0.00128633,0.00242824,0.00191506,0.00216462,0.00164124,0.00293389,0.00164384,33.061,46.152,52.974,3.31E+07,4.62E+07,5.30E+07,2400,-4.75E-04,-0.474984,0.00019791,5052.798639,1660,-1.58E-03,-1.581198,1049.836715
Fillet90,48,0.00156671,0.00225365,0.00150224,0.0020811,0.0015742,0.00211964,0.00163633,0.00288776,0.00167539,29.156,53.009,57.171,2.92E+07,5.30E+07,5.72E+07,2400,-4.66E-04,-0.465927,0.00019414,5151.024703,1660,-1.55E-03,-1.545337,1074.199386
Fillet90,49,0.00158203,0.00211538,0.00153756,0.00243608,0.00231788,0.00210574,0.00165927,0.00294456,0.00165264,28.461,46.304,52.324,2.85E+07,4.63E+07,5.23E+07,2400,-4.58E-04,-0.458234,0.00019093,5237.502358,1660,-1.53E-03,-1.530764,1084.425792
Fillet90,50,0.0015191,0.00236311,0.00157631,0.00265586,0.00247086,0.00212772,0.001613,0.00291455,0.0016979,27.98,44.913,46.68,2.80E+07,4.49E+07,4.67E+07,2400,-4.52E-04,-0.451663,0.00018819,5313.692541,1660,-1.53E-03,-1.527619,1086.658339
Fillet90,51,0.00177805,0.00253971,0.00151822,0.00214804,0.00216462,0.00216767,0.00165866,0.0029283,0.00167514,29.014,50.889,45.521,2.90E+07,5.09E+07,4.55E+07,2400,-4.37E-04,-0.437284,0.0001822,5488.428266,1660,-1.50E-03,-1.503431,1104.141091
Fillet90,52,0.00161271,0.00238502,0.00127864,0.00202561,0.00208265,0.00211313,0.00162864,0.00290413,0.00166955,33.38,54.275,48.203,3.34E+07,5.43E+07,4.82E+07,2400,-4.78E-04,-0.477767,0.00019907,5023.364579,1660,-1.61E-03,-1.609969,1031.075627
Fillet90,53,0.00172273,0.00258705,0.00147136,0.00271122,0.00238389,0.00208801,0.00162072,0.00293935,0.00169261,29.803,45.771,42.97,2.98E+07,4.58E+07,4.30E+07,2400,-4.43E-04,-0.4428,0.0001845,5420.057897,1660,-1.53E-03,-1.529786,1085.119152
Fillet90,54,0.00158527,0.00208295,0.00156105,0.0027055,0.00151804,0.00217808,0.00163069,0.0028794,0.00168208,28.143,44.741,58.824,2.81E+07,4.47E+07,5.88E+07,2400,-4.64E-04,-0.463864,0.00019328,5173.931597,1660,-1.52E-03,-1.524778,1088.682749
Fillet90,55,0.00152878,0.00218428,0.00136717,0.00268707,0.00153514,0.00211652,0.00165548,0.00295323,0.00169406,31.439,44.234,58.319,3.14E+07,4.42E+07,5.83E+07,2400,-4.83E-04,-0.482714,0.00020113,4971.8853,1660,-1.58E-03,-1.58226,1049.132043
Fillet90,56,0.0015019,0.00243994,0.00121348,0.00249395,0.00222521,0.00213699,0.00160365,0.00294642,0.0016969,34.882,45.746,46.556,3.49E+07,4.57E+07,4.66E+07,2400,-4.91E-04,-0.491006,0.00020459,4887.923136,1660,-1.65E-03,-1.648233,1007.139154
Fillet90,57,0.00170356,0.00213164,0.00143057,0.0024245,0.0016538,0.00214249,0.00161189,0.00292226,0.00165108,30.243,46.133,55.946,3.02E+07,4.61E+07,5.59E+07,2400,-4.64E-04,-0.464344,0.00019348,5168.577116,1660,-1.53E-03,-1.532898,1082.916368
Fillet90,58,0.00149655,0.00233831,0.00120818,0.002521,0.00243432,0.00216868,0.00160617,0.00289971,0.00164581,34.883,46.607,47.486,3.49E+07,4.66E+07,4.75E+07,2400,-4.92E-04,-0.491891,0.00020495,4879.130059,1660,-1.64E-03,-1.643011,1010.340291
Fillet90,59,0.00163966,0.0025722,0.00140555,0.00278854,0.00221109,0.00213814,0.0016522,0.00285649,0.0016931,30.915,46.035,44.84,3.09E+07,4.60E+07,4.48E+07,2400,-4.56E-04,-0.455662,0.00018986,5267.06744,1660,-1.56E-03,-1.563792,1061.522502
Fillet90,60,0.00164559,0.00255103,0.0010617,0.00226193,0.0023973,0.00215288,0.00163863,0.00291072,0.00168075,39.2,48.182,43.786,3.92E+07,4.82E+07,4.38E+07,2400,-4.99E-04,-0.498699,0.00020779,4812.526811,1660,-1.69E-03,-1.686744,984.144757
Fillet90,61,0.00146133,0.00205198,0.00149717,0.00215274,0.00219848,0.00214881,0.00164166,0.00286489,0.00167165,29.015,51.528,54.827,2.90E+07,5.15E+07,5.48E+07,2400,-4.75E-04,-0.474816,0.00019784,5054.586358,1660,-1.56E-03,-1.564894,1060.774516
Fillet90,62,0.0017921,0.00233291,0.00159437,0.00255261,0.00211843,0.00211165,0.00162228,0.00285167,0.00167071,27.815,44.704,48.228,2.78E+07,4.47E+07,4.82E+07,2400,-4.36E-04,-0.436157,0.00018173,5502.603835,1660,-1.49E-03,-1.490366,1113.820452
Fillet90,63,0.00162361,0.00228601,0.00101869,0.00234412,0.00229836,0.00209279,0.00161495,0.00286168,0.00165167,40.561,46.699,48.87,4.06E+07,4.67E+07,4.89E+07,2400,-5.18E-04,-0.517507,0.00021563,4637.617636,1660,-1.73E-03,-1.729146,960.011491
Fillet90,64,0.00159548,0.00201669,0.00155454,0.00263842,0.00217465,0.0020968,0.00164011,0.00291818,0.00167253,28.174,45.192,55.459,2.82E+07,4.52E+07,5.55E+07,2400,-4.61E-04,-0.460816,0.00019201,5208.150389,1660,-1.53E-03,-1.530093,1084.901269
Fillet90,65,0.0017648,0.0024662,0.00117952,0.00227802,0.00235111,0.00213604,0.00161107,0.00288652,0.00164327,35.784,47.512,44.985,3.58E+07,4.75E+07,4.50E+07,2400,-4.76E-04,-0.47613,0.00019839,5040.642841,1660,-1.62E-03,-1.624552,1021.820225
Fillet90,66,0.00155086,0.00234043,0.00106769,0.00250296,0.0015503,0.00215907,0.0016159,0.00288295,0.00167688,38.972,45.475,58.143,3.90E+07,4.55E+07,5.81E+07,2400,-5.18E-04,-0.518043,0.00021585,4632.822344,1660,-1.70E-03,-1.704186,974.071947
Fillet90,67,0.00169094,0.00241863,0.00112384,0.00233616,0.00246367,0.00210283,0.00162997,0.00290192,0.0016558,37.291,46.434,45.516,3.73E+07,4.64E+07,4.55E+07,2400,-4.90E-04,-0.490258,0.00020427,4895.38071,1660,-1.66E-03,-1.664645,997.209811
Fillet90,68,0.00147957,0.00245691,0.00144573,0.00203018,0.00162147,0.00215809,0.00165453,0.00289168,0.00168758,30.12,54.287,56.332,3.01E+07,5.43E+07,5.63E+07,2400,-4.71E-04,-0.471181,0.00019633,5093.582562,1660,-1.56E-03,-1.564963,1060.727985
Fillet90,69,0.00149018,0.0022439,0.00147796,0.00206122,0.00179399,0.00208559,0.00163338,0.00294942,0.00166138,29.502,53.437,52.728,2.95E+07,5.34E+07,5.27E+07,2400,-4.72E-04,-0.472436,0.00019685,5080.053616,1660,-1.56E-03,-1.560865,1063.512987
Fillet90,70,0.00157756,0.00229139,0.00154194,0.00261248,0.00213741,0.00216331,0.00163931,0.00287137,0.00169999,28.477,44.241,49.358,2.85E+07,4.42E+07,4.94E+07,2400,-4.54E-04,-0.454114,0.00018921,5285.011745,1660,-1.53E-03,-1.528375,1086.121167
Fillet90,71,0.00176937,0.00226451,0.00135036,0.00237323,0.00167049,0.00211505,0.00162757,0.00292165,0.00164796,31.855,45.875,53.462,3.19E+07,4.59E+07,5.35E+07,2400,-4.65E-04,-0.465146,0.00019381,5159.673741,1660,-1.56E-03,-1.555199,1067.387709
Fillet90,72,0.00160387,0.00221192,0.00103844,0.0026826,0.00156635,0.00213397,0.00160571,0.00296458,0.00166644,39.821,45.117,56.898,3.98E+07,4.51E+07,5.69E+07,2400,-5.21E-04,-0.521474,0.00021728,4602.338878,1660,-1.70E-03,-1.700727,976.053181
Fillet90,73,0.00174315,0.00227146,0.00105174,0.00204908,0.00218771,0.00213913,0.00165121,0.00291634,0.00165913,39.391,53.641,49.27,3.94E+07,5.36E+07,4.93E+07,2400,-5.03E-04,-0.502686,0.00020945,4774.3522,1660,-1.68E-03,-1.682103,986.860112
Fillet90,74,0.00169387,0.00247922,0.00130871,0.00232745,0.00242591,0.00209109,0.00162688,0.00285479,0.00167974,32.777,46.811,44.57,3.28E+07,4.68E+07,4.46E+07,2400,-4.65E-04,-0.464772,0.00019366,5163.819978,1660,-1.59E-03,-1.59127,1043.1918
Fillet90,75,0.00163427,0.00218874,0.00119568,0.00204383,0.0019433,0.00210158,0.00165694,0.00294862,0.00169904,35.18,54.421,52.564,3.52E+07,5.44E+07,5.26E+07,2400,-4.93E-04,-0.492667,0.00020528,4871.440454,1660,-1.63E-03,-1.626737,1020.447549
Fillet90,76,0.00150851,0.0020357,0.00133291,0.00246673,0.0016437,0.00212858,0.00164696,0.00287748,0.00167306,31.996,45.908,59.276,3.20E+07,4.59E+07,5.93E+07,2400,-4.92E-04,-0.492063,0.00020503,4877.422255,1660,-1.60E-03,-1.602107,1036.135823
Fillet90,77,0.00159215,0.00239792,0.00131458,0.00212531,0.00209498,0.00209614,0.00161822,0.00292034,0.00164127,32.596,51.234,47.865,3.26E+07,5.12E+07,4.79E+07,2400,-4.74E-04,-0.474117,0.00019755,5062.040192,1660,-1.59E-03,-1.59487,1040.837097
Fillet90,78,0.00175642,0.0020208,0.0011324,0.00272879,0.00159595,0.00214365,0.00165528,0.00287268,0.00166578,36.767,44.588,59.353,3.68E+07,4.46E+07,5.94E+07,2400,-5.02E-04,-0.501599,0.000209,4784.697126,1660,-1.64E-03,-1.640158,1012.09776
Fillet90,79,0.00168557,0.00223742,0.00109173,0.00219353,0.00173696,0.00209486,0.00161652,0.0029031,0.00165459,38.136,49.938,52.818,3.81E+07,4.99E+07,5.28E+07,2400,-5.06E-04,-0.505849,0.00021077,4744.497888,1660,-1.67E-03,-1.669238,994.465956
Fillet90,80,0.00173994,0.00217593,0.00139991,0.00259643,0.00215511,0.00212417,0.00165162,0.00285954,0.00167786,30.796,44.562,51.322,3.08E+07,4.46E+07,5.13E+07,2400,-4.60E-04,-0.45993,0.00019164,5218.190875,1660,-1.55E-03,-1.546306,1073.525911
Fillet90,81,0.00152191,0.00232318,0.00144996,0.00262547,0.00184194,0.00213311,0.00163952,0.00291778,0.00166427,30.006,45.679,50.586,3.00E+07,4.57E+07,5.06E+07,2400,-4.69E-04,-0.468966,0.0001954,5117.639726,1660,-1.56E-03,-1.564415,1061.099569
Fillet90,82,0.00165796,0.00257783,0.00124099,0.0024104,0.00205239,0.00212128,0.00162428,0.00291323,0.0016893,34.336,46.205,46.928,3.43E+07,4.62E+07,4.69E+07,2400,-4.74E-04,-0.474217,0.00019759,5060.972236,1660,-1.61E-03,-1.612808,1029.260688
Fillet90,83,0.00151595,0.00212047,0.00108047,0.00216081,0.0019075,0.00208166,0.0016014,0.00289845,0.00166381,38.412,51.042,54.873,3.84E+07,5.10E+07,5.49E+07,2400,-5.23E-04,-0.522568,0.00021774,4592.700624,1660,-1.71E-03,-1.710988,970.199623
Fillet90,84,0.00161658,0.00210768,0.00138358,0.00240694,0.00199991,0.00216113,0.0016482,0.00289462,0.00164493,31.036,46.769,54.188,3.10E+07,4.68E+07,5.42E+07,2400,-4.73E-04,-0.47258,0.00019691,5078.50274,1660,-1.57E-03,-1.565205,1060.564231
Fillet90,85,0.00164269,0.00219439,0.00141265,0.00245565,0.00196055,0.00215371,0.00163269,0.00287407,0.00166116,30.599,45.936,52.339,3.06E+07,4.59E+07,5.23E+07,2400,-4.66E-04,-0.466489,0.00019437,5144.811878,1660,-1.56E-03,-1.559586,1064.385284
Fillet90,86,0.00160669,0.00237364,0.00149017,0.00277101,0.00176652,0.00209419,0.00160248,0.00285876,0.00165699,29.419,45.779,51.282,2.94E+07,4.58E+07,5.13E+07,2400,-4.60E-04,-0.459504,0.00019146,5223.019458,1660,-1.55E-03,-1.546682,1073.265035
Fillet90,87,0.00168031,0.00207332,0.00142473,0.00239166,0.00187444,0.00210537,0.00160868,0.00286647,0.00169037,30.316,46.171,55.809,3.03E+07,4.62E+07,5.58E+07,2400,-4.67E-04,-0.467286,0.0001947,5136.0356,1660,-1.55E-03,-1.548123,1072.266361
Fillet90,88,0.00179309,0.00220339,0.00151127,0.00264038,0.002101,0.00214075,0.00160987,0.00295817,0.00167426,28.975,44.198,51.092,2.90E+07,4.42E+07,5.11E+07,2400,-4.46E-04,-0.44562,0.00018567,5385.758488,1660,-1.51E-03,-1.506836,1101.645964
Fillet90,89,0.00171638,0.00244041,0.00146505,0.00247858,0.00203158,0.00215471,0.00165054,0.00286435,0.0016981,29.82,44.869,47.015,2.98E+07,4.49E+07,4.70E+07,2400,-4.49E-04,-0.449005,0.00018709,5345.157285,1660,-1.53E-03,-1.528759,1085.848253
Fillet90,90,0.00167572,0.00258577,0.00115364,0.00230389,0.00180402,0.00208504,0.00163254,0.00295994,0.00168581,36.611,47.27,50.57,3.66E+07,4.73E+07,5.06E+07,2400,-4.88E-04,-0.488275,0.00020345,4915.261209,1660,-1.65E-03,-1.648314,1007.08941
